subject,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,hint,formula,explanation
Grammar,Critical Reasoning (Verbal),Inference,Medium,All dogs love bones. My pet loves bones. Inference?,My pet might be a dog.,My pet is a cat.,All dogs are my pets.,My pet hates bones.,A,Inference must be a possibility or necessity based on facts.,,"While my pet could be another animal, the fact that he loves bones is consistent with the behavior of a dog."
Grammar,Critical Reasoning (Verbal),Inference,Medium,No birds are mammals. Some bats are mammals. Inference?,Some bats are not birds.,All bats are not birds.,Some birds are bats.,No bats are birds.,A,Exclusionary logic.,,"Since all mammals (including those specific bats) are not birds, it follows that those bats cannot be birds."
Grammar,Critical Reasoning (Verbal),Inference,Medium,"If the project is delayed, we lose money. We did not lose money. Inference?",The project was not delayed.,The project was early.,We made money.,The project was cancelled.,A,Modus tollens logic.,,"If the delay causes a loss, and there was no loss, then the delay could not have happened."
Grammar,Critical Reasoning (Verbal),Inference,Medium,All squares are rectangles. Some rectangles are blue. Inference?,Some shapes are blue.,All blue shapes are squares.,Some blue shapes are rectangles.,All squares are blue.,C,Analyze the intersection of groups.,,"If some rectangles are blue, and some rectangles are squares, it is possible (though not certain) some rectangles are blue."
Grammar,Critical Reasoning (Verbal),Inference,Medium,Most of the books on the shelf are fiction. Some of the books are biographies. Inference?,There are at least two types of books.,All biographies are fiction.,The shelf is full.,No non-fiction books exist.,A,Analyze the contents of the set.,,"Because both fiction and biographies are mentioned, we know the set contains at least two distinct categories."
Grammar,Critical Reasoning (Verbal),Inference,Medium,"Whenever the alarm goes off, there is a fire. The alarm has not gone off. Inference?",There is not necessarily a fire.,There is a fire.,The alarm is broken.,There was a fire earlier.,A,Avoid the fallacy of denying the antecedent.,,"The absence of the alarm does not confirm the absence of a fire, it only confirms the condition for the alarm was not met."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Sales of electric vehicles have increased by 20%. Tax incentives for electric cars were introduced last year. Conclusion?,Tax incentives likely boosted sales.,Electric cars are better.,Everyone is buying electric cars.,Electric cars will replace gas cars.,A,Identify the most logical outcome supported by the data.,,The correlation between the incentives and the sales growth strongly suggests a causal link.
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Students who use laptops for research perform better on exams. Ali used a laptop for his research. Conclusion?,Ali will likely perform well.,Ali is a top student.,Ali will definitely pass.,Laptops make students smart.,A,Conclusion should be a reasonable prediction based on premises.,,"Given the positive correlation, it is reasonable to conclude Ali might have a performance advantage."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,"Heavy rain caused flooding in the city yesterday. Today, the roads are still blocked. Conclusion?",The flooding is still affecting travel.,The city needs more drains.,Rain is bad for roads.,Roads are expensive to repair.,A,The conclusion links the current state to the past cause.,,The ongoing road blockage is directly attributed to the previous flooding event.
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Eating fruits improves digestion. Rahul eats three fruits daily. Conclusion?,Rahul's digestion is likely good.,Rahul likes fruits.,Fruits are cheap.,Rahul is healthy.,A,Derive the outcome from the provided rule.,,"If fruits aid digestion and Rahul eats them, it follows his digestion should benefit."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Companies with remote work policies have higher employee retention. Our firm just started a remote work policy. Conclusion?,Our firm may improve retention.,Our firm will save money.,Our firm is changing culture.,Remote work is the future.,A,Predict the result of implementing the policy.,,The premise establishes a pattern that the firm's new policy will likely follow.
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,High-intensity exercise leads to muscle gain. Sam does high-intensity exercise. Conclusion?,Sam is likely to gain muscle.,Sam is a bodybuilder.,Sam is an athlete.,Exercise is good for Sam.,A,Apply the general rule to the specific case.,,The conclusion follows directly from the application of the premise to Sam's actions.
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Local farmers provide fresh produce. We buy from local farmers. Conclusion?,We buy fresh produce.,We like healthy food.,We help the economy.,We don't buy from stores.,A,Logical deduction.,,"If buying from local farmers means getting fresh produce, then our action leads to that result."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Investment in education reduces poverty. Nation X increased its education budget. Conclusion?,Nation X might reduce poverty.,Nation X is rich.,Education is important.,Poverty is disappearing.,A,Predictive logic.,,"Increased budget implies more investment, leading to the outcome mentioned in the premise."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Early sleepers report higher productivity. Sarah sleeps early. Conclusion?,Sarah may be more productive.,Sarah is a hard worker.,Sarah likes productivity.,Sarah wakes up early.,A,Reasonable inference/conclusion.,,"Based on the established link, we can conclude Sarah's habit matches the positive outcome."
Grammar,Critical Reasoning (Verbal),Conclusion,Medium,Training employees increases morale. The company organized a training session. Conclusion?,Company morale may increase.,Training is mandatory.,The company is doing well.,Employees like training.,A,Outcome prediction.,,The connection between training and morale leads to the conclusion that the session will have an effect.
Grammar,Critical Reasoning (Verbal),Strengthen Argument,Hard,Argument: A new law banning plastic bags will reduce pollution. Which strengthens it?,Studies show plastic bags make up 40% of city waste.,People hate plastic bags.,Plastic is cheap to produce.,Plastic bags are useful.,A,Strengthen by providing supporting evidence.,,"By showing that plastic bags are a major component of the waste, the argument for the ban is bolstered."
Grammar,Critical Reasoning (Verbal),Strengthen Argument,Hard,Argument: Our coffee shop should offer free Wi-Fi to increase customers. Strengthen?,Surveys show 80% of locals prefer coffee shops with Wi-Fi.,Wi-Fi is expensive.,Many customers bring laptops.,We sell good coffee.,A,Strengthen by showing potential success.,,Evidence that customers prefer Wi-Fi directly validates the strategy to increase patrons.
Grammar,Critical Reasoning (Verbal),Strengthen Argument,Hard,Argument: Implementing a four-day work week increases productivity. Strengthen?,Data from companies shows a 15% increase in output with this schedule.,Some employees prefer five days.,The office is busy.,Productivity is hard to track.,A,Strengthen by providing objective data.,,Empirical evidence (data) is the strongest way to support a causal claim about productivity.
Grammar,Critical Reasoning (Verbal),Strengthen Argument,Hard,Argument: Increasing the minimum wage will reduce employee turnover. Strengthen?,Higher pay has been linked to higher job satisfaction in this sector.,Inflation is rising.,The company is small.,Wages are already high.,A,Strengthen by identifying a mechanism.,,"Connecting pay to satisfaction explains why turnover would decrease, making the argument more robust."
Grammar,Critical Reasoning (Verbal),Strengthen Argument,Hard,Argument: Solar energy is the best solution for the city's power needs. Strengthen?,The city has 300 days of sunshine per year.,Solar panels are beautiful.,Other cities use wind power.,Energy is expensive.,A,Strengthen by validating the feasibility.,,"Sunlight availability is a prerequisite for solar energy, confirming its suitability for the city."
Grammar,Critical Reasoning (Verbal),Weaken Argument,Hard,Argument: The city should build a new park because it will increase tourism. Weaken?,"Surveys indicate most tourists come for historical monuments, not parks.",Parks are beautiful.,The park is near the center.,The park is expensive.,A,Weaken by attacking the premise's impact.,,"If tourists aren't interested in parks, the park will fail to increase tourism."
Grammar,Critical Reasoning (Verbal),Weaken Argument,Hard,Argument: Buying a hybrid car saves money on fuel. Weaken?,The initial cost of a hybrid car is much higher than a gas car.,Hybrid cars are quiet.,Gas is expensive.,Hybrid cars are stylish.,A,Weaken by introducing a counter-cost.,,"If the initial cost outweighs fuel savings, the claim that it 'saves money' is weakened."
Grammar,Critical Reasoning (Verbal),Weaken Argument,Hard,Argument: Using social media for ads is the most effective marketing. Weaken?,Target audiences for our product do not use social media.,Social media is popular.,Ads are annoying.,Marketing is essential.,A,Weaken by showing the strategy is inapplicable.,,"If the target market isn't present on the platform, the ads will not be effective."
Grammar,Critical Reasoning (Verbal),Weaken Argument,Hard,Argument: Exercising in the morning is best for weight loss. Weaken?,Studies show metabolic rates are identical regardless of the time of day.,Morning exercise is hard.,People are busy in the morning.,Exercise is good.,A,Weaken by refuting the scientific basis.,,"If metabolic benefits are the same, the claim that morning is 'best' loses its scientific basis."
Grammar,Critical Reasoning (Verbal),Weaken Argument,Hard,Argument: A ban on sugar in schools will solve obesity. Weaken?,Students obtain most of their sugar from drinks consumed outside of school.,Schools are already healthy.,Sugar is tasty.,Obesity is complex.,A,Weaken by showing the scope is limited.,,"If the problem lies outside the school, the school-based solution will not solve the overall problem."
Grammar,Direct & Indirect Speech,Statements,Easy,"He said, ""I am happy.""",He said that he was happy.,He said that I was happy.,He says that he is happy.,He said that he is happy.,A,Change pronoun and tense.,Reporting verb in past tense requires backshift.,In indirect speech
Grammar,Direct & Indirect Speech,Statements,Easy,"She said, ""I live in Delhi.""",She said that she lived in Delhi.,She said that she lives in Delhi.,She said that she had lived in Delhi.,She said that she will live in Delhi.,A,Change simple present to simple past.,Simple Present -> Simple Past,The speaker's present tense statement becomes past in reported speech.
Grammar,Direct & Indirect Speech,Statements,Easy,"They said, ""We are watching a movie.""",They said that they were watching a movie.,They said that they are watching a movie.,They said that we were watching a movie.,They said that they have been watching.,A,Change present continuous to past continuous.,Present Continuous -> Past Continuous,The reporting verb is in the past
Grammar,Direct & Indirect Speech,Statements,Easy,"He said, ""I have finished my work.""",He said that he had finished his work.,He said that he has finished his work.,He said that he finished his work.,He said that he would finish his work.,A,Change present perfect to past perfect.,Present Perfect -> Past Perfect,Present perfect tense shifts to past perfect when the reporting verb is in the past.
Grammar,Direct & Indirect Speech,Statements,Easy,"She said, ""I will go tomorrow.""",She said that she would go the next day.,She said that she will go tomorrow.,She said that she would go tomorrow.,She said that she should go the next day.,A,Change 'will' to 'would' and 'tomorrow' to 'next day'.,Will -> Would / Tomorrow -> Next Day,Time expressions and modals must be adjusted in indirect speech.
Grammar,Direct & Indirect Speech,Statements,Easy,"He said, ""The sun rises in the east.""",He said that the sun rises in the east.,He said that the sun rose in the east.,He said that the sun had risen in the east.,He said that the sun would rise in the east.,A,Note the universal truth.,Universal truth stays in present tense.,Universal truths do not change tense even if the reporting verb is in the past.
Grammar,Direct & Indirect Speech,Statements,Easy,"She said, ""I can swim.""",She said that she could swim.,She said that she can swim.,She said that she could have swum.,She said that she was able to swim.,A,Change 'can' to 'could'.,Can -> Could,Modals shift to their past forms in reported speech.
Grammar,Direct & Indirect Speech,Statements,Easy,"He said, ""It is raining.""",He said that it was raining.,He said that it is raining.,He said that it has been raining.,He said that it would be raining.,A,Backshift the tense.,Present Continuous -> Past Continuous,Reporting verb in past requires shifting 'is' to 'was'.
Grammar,Direct & Indirect Speech,Statements,Easy,"They said, ""We were playing.""",They said that they had been playing.,They said that they were playing.,They said that we had been playing.,They said that they have been playing.,A,Change past continuous to past perfect continuous.,Past Continuous -> Past Perfect Continuous,Past continuous shifts to past perfect continuous in indirect speech.
Grammar,Direct & Indirect Speech,Statements,Easy,"She said, ""I wrote a letter.""",She said that she had written a letter.,She said that she wrote a letter.,She said that she has written a letter.,She said that she would write a letter.,A,Change simple past to past perfect.,Simple Past -> Past Perfect,Simple past shifts to past perfect in reported speech.
Grammar,Direct & Indirect Speech,Questions,Medium,"He asked, ""Where are you going?""",He asked me where I was going.,He asked me where was I going.,He asked me where I am going.,He asked me where am I going.,A,Convert question to statement structure.,Wh-word + Subject + Verb,In indirect questions
Grammar,Direct & Indirect Speech,Questions,Medium,"She asked, ""Do you like coffee?""",She asked if I liked coffee.,She asked if I like coffee.,She asked whether did I like coffee.,She asked did I like coffee.,A,Use 'if/whether' for Yes/No questions.,If/Whether + Subject + Verb,Yes/No questions require 'if' or 'whether' and standard statement word order.
Grammar,Direct & Indirect Speech,Questions,Medium,"He asked, ""Why are you late?""",He asked why I was late.,He asked why was I late.,He asked me why I am late.,He asked me why was I late.,A,Maintain the Wh-question word.,Wh-word + Subject + Verb,The auxiliary 'are' must come after the subject in indirect form.
Grammar,Direct & Indirect Speech,Questions,Medium,"She asked, ""Can you help me?""",She asked if I could help her.,She asked if I can help her.,She asked could I help her.,She asked if I could have helped her.,A,Use 'if' and backshift modal.,If/Whether + Subject + Modal(past),Modals like 'can' change to 'could' in questions.
Grammar,Direct & Indirect Speech,Questions,Medium,"He asked, ""Is it ready?""",He asked if it was ready.,He asked if it is ready.,He asked was it ready.,He asked whether is it ready.,A,Standard Yes/No transformation.,If/Whether + Subject + Verb,The subject 'it' precedes the verb 'was'.
Grammar,Direct & Indirect Speech,Questions,Medium,"She asked, ""What is your name?""",She asked what my name was.,She asked what was my name.,She asked what my name is.,She asked what is my name.,A,Apply correct word order.,Wh-word + Subject + Verb,The verb 'is' changes to 'was' and follows the subject.
Grammar,Direct & Indirect Speech,Questions,Medium,"He asked, ""Will you come?""",He asked if I would come.,He asked if I will come.,He asked would I come.,He asked if I would have come.,A,Backshift 'will' to 'would'.,If/Whether + Subject + would,Future tense modals shift to their past counterparts.
Grammar,Direct & Indirect Speech,Questions,Medium,"She asked, ""Where do you live?""",She asked where I lived.,She asked where did I live.,She asked where I live.,She asked where I had lived.,A,Remove auxiliary 'do'.,Wh-word + Subject + Verb,The simple present 'live' changes to simple past 'lived'.
Grammar,Direct & Indirect Speech,Questions,Medium,"He asked, ""How is your brother?""",He asked how my brother was.,He asked how was my brother.,He asked how my brother is.,He asked how is my brother.,A,Check subject-verb agreement.,Wh-word + Subject + Verb,The indirect structure requires the verb to come after the subject.
Grammar,Direct & Indirect Speech,Questions,Medium,"She asked, ""Have you finished?""",She asked if I had finished.,She asked if I have finished.,She asked had I finished.,She asked whether have I finished.,A,Shift present perfect to past perfect.,If/Whether + Subject + had + V3,Perfect tenses move one step back to past perfect.
Grammar,Direct & Indirect Speech,Commands,Medium,"The teacher said, ""Sit down.""",The teacher ordered me to sit down.,The teacher said to sit down.,The teacher ordered that I sit down.,The teacher requested to sit down.,A,Use infinitive for commands.,Reporting verb + object + to + V1,Commands use the infinitive form to report the action.
Grammar,Direct & Indirect Speech,Commands,Medium,"He said, ""Clean your room.""",He told me to clean my room.,He told me that I clean my room.,He told that I should clean my room.,He said me to clean my room.,A,Use imperative to infinitive.,Reporting verb + object + to + V1,Commands are converted using the structure 'told/ordered + to + verb'.
Grammar,Direct & Indirect Speech,Commands,Medium,"She said, ""Do not run.""",She told me not to run.,She told me to not run.,She said that I should not run.,She told me do not run.,A,Use 'not to' for negative commands.,Reporting verb + object + not + to + V1,For negative commands
Grammar,Direct & Indirect Speech,Commands,Medium,"The doctor said, ""Take this medicine.""",The doctor advised me to take that medicine.,The doctor advised that I take this medicine.,The doctor said to take this medicine.,The doctor told me I should take this medicine.,A,Context-based reporting verb.,Reporting verb + object + to + V1,Advise is a more appropriate reporting verb for a doctor's instruction.
Grammar,Direct & Indirect Speech,Commands,Medium,"He said, ""Go away!""",He ordered me to go away.,He said that I go away.,He said me to go away.,He requested to go away.,A,Strong tone commands.,Reporting verb + object + to + V1,The imperative mood becomes an infinitive in indirect speech.
Grammar,Direct & Indirect Speech,Requests,Medium,"He said, ""Please help me.""",He requested me to help him.,He requested that I help him.,He asked me to please help him.,He said to me to help him.,A,Use 'requested' for 'please'.,Requested + to + V1,The word 'please' is omitted and replaced by the verb 'requested'.
Grammar,Direct & Indirect Speech,Requests,Medium,"She said, ""Kindly wait here.""",She requested me to wait there.,She requested that I wait here.,She requested me to kindly wait there.,She said to wait here.,A,Change 'here' to 'there'.,Requested + to + V1,Spatial markers like 'here' change to 'there' in reported speech.
Grammar,Direct & Indirect Speech,Requests,Medium,"He said, ""Could you lend me a pen?""",He requested me to lend him a pen.,He requested me if I could lend him a pen.,He asked me to lend him a pen.,He said to lend him a pen.,A,Polite request to infinitive.,Requested + to + V1,Polite requests are converted to indirect requests using the infinitive.
Grammar,Direct & Indirect Speech,Requests,Medium,"She said, ""Would you mind opening the window?""",She requested me to open the window.,She requested if I would mind opening the window.,She asked me to please open the window.,She said that I should open the window.,A,Infinitive for polite requests.,Requested + to + V1,Complex requests are simplified to standard indirect request form.
Grammar,Direct & Indirect Speech,Requests,Medium,"He said, ""Please don't go.""",He requested me not to go.,He requested me to not go.,He requested that I should not go.,He said me not to go.,A,Infinitive with 'not'.,Requested + not + to + V1,The negative infinitive 'not to' is the correct structure.
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"He said, ""I have been working hard. I need a break.""",He said that he had been working hard and that he needed a break.,He said that he has been working hard and that he needs a break.,He said that he had been working hard and that he needs a break.,He said he had been working hard and he needed a break.,A,Check tense coherence.,Present Perfect Cont -> Past Perfect Cont,Both sentences are in the past reporting context and must shift accordingly.
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"She said, ""Will you stay here? I have much to tell you.""",She asked if I would stay there and said that she had much to tell me.,She asked if I will stay here and said she has much to tell me.,She asked if I would stay here and said she had much to tell me.,She asked if I would stay there and said she has much to tell me.,A,Integrate question and statement.,Interrogative + Declarative conversion,Question becomes 'if' clause and statement remains a 'that' clause.
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"He said, ""Don't worry, I will handle it.""",He told me not to worry and said that he would handle it.,He told me not to worry and said he will handle it.,He said that I should not worry and he would handle it.,He said not to worry and he would handle it.,A,Mix command and statement.,Infinitive + 'that' clause,The command becomes a negative infinitive
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"She said, ""I don't like tea. Do you like coffee?""",She said that she didn't like tea and asked if I liked coffee.,She said she didn't like tea and asked did I like coffee.,She said she doesn't like tea and asked if I like coffee.,She said that she didn't like tea and asked if I like coffee.,A,Shift both clauses.,Direct to indirect shift,Tense changes apply to both the statement and the question.
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"He said, ""I am leaving now. Can you come later?""",He said that he was leaving then and asked if I could come later.,He said he is leaving now and asked if I could come later.,He said he was leaving then and asked if I can come later.,He said he was leaving now and asked could I come later.,A,Check adverbs and tenses.,Now -> Then / Backshifts,Adverbs of time and tense must be correctly shifted for the entire passage.
Grammar,Direct & Indirect Speech,Mixed Narration,Hard,"She said, ""It is a nice day. Why don't we go out?""",She said it was a nice day and suggested that we go out.,She said it was a nice day and asked why didn't we go out.,She said it is a nice day and asked why don't we go out.,She said it was a nice day and asked why we didn't go out.,A,Reporting suggestions.,Suggested + that clause,Suggestions are often reported using 'suggested' followed by a 'that' clause.
Verbal Ability,Error Detection,Articles,Easy,He is a university student who dreams of becoming a doctor.,He is a,university student,who dreams,of becoming a doctor,A,The word 'university' starts with a consonant sound (/ju/).,A vs An,Use 'a' before words starting with a consonant sound even if they start with a vowel letter.
Verbal Ability,Error Detection,Articles,Easy,She reads the Mahabharata every day for inspiration.,She reads,the Mahabharata,every day,for inspiration,D,No error in this sentence.,,The sentence is grammatically correct. 'The' is correctly used before a religious epic.
Verbal Ability,Error Detection,Articles,Easy,Mount Everest is highest peak in the world.,Mount Everest is,highest peak,in the,world,B,Superlative adjectives require the definite article 'the'.,The + Superlative,The correct phrase is 'the highest peak'.
Verbal Ability,Error Detection,Prepositions,Easy,He insisted to go to the party despite the rain.,He insisted,to go,to the party,despite the rain,B,The verb 'insist' is followed by the preposition 'on' and a gerund.,Insist on + -ing,The correct structure is 'insisted on going'.
Verbal Ability,Error Detection,Prepositions,Easy,I am looking forward to meet you at the conference.,I am,looking forward to,meet you,at the conference,C,The phrase 'look forward to' is followed by a gerund.,Look forward to + -ing,The correct form is 'meeting you'.
Verbal Ability,Error Detection,Prepositions,Easy,She has been waiting here since two hours.,She has been,waiting here,since,two hours,C,Use 'for' for duration and 'since' for a specific point in time.,For + duration,The correct preposition for duration is 'for'.
Verbal Ability,Error Detection,Prepositions,Easy,The cat jumped on the table to catch the mouse.,The cat,jumped on,the table,to catch the mouse,B,Use 'onto' for movement towards a surface.,On vs Onto,The correct word is 'onto' as it indicates movement to a higher level.
Verbal Ability,Error Detection,Tenses,Easy,I have seen that movie yesterday evening.,I have seen,that movie,yesterday evening,no error,A,Simple past tense is used with specific time markers.,Past simple vs Present perfect,Since 'yesterday' is specified  use 'I saw'.
Verbal Ability,Error Detection,Tenses,Easy,She is working here for the last five years.,She is working,here for,the last,five years,A,Use Present Perfect Continuous for duration leading to the present.,Present perfect continuous,The correct form is 'She has been working'.
Verbal Ability,Error Detection,Tenses,Easy,"If it will rain, the match will be cancelled.",If it will rain,the match,will be,cancelled,A,The 'if' clause in a Type 1 conditional uses Simple Present.,Zero/First Conditional,The correct form is 'If it rains'.
Verbal Ability,Error Detection,Tenses,Easy,He told me that he finishes his work already.,He told me,that he finishes,his work,already,B,Reported speech should reflect past tense consistency.,Reported speech,The correct form is 'he had finished'.
Verbal Ability,Error Detection,Subject-Verb Agreement,Easy,The bag of marbles are lying on the floor.,The bag of,marbles are,lying on,the floor,B,The subject is 'bag' (singular), not 'marbles'.,Subject-Verb agreement The correct verb is 'is'.
Verbal Ability,Error Detection,Subject-Verb Agreement,Easy,Each of the participants have received a certificate.,Each of the,participants have,received a,certificate,B,The subject 'Each' is singular.,Subject-Verb agreement,The correct verb is 'has'.
Verbal Ability,Error Detection,Subject-Verb Agreement,Easy,Mathematics are my favorite subject in school.,Mathematics are,my favorite,subject in,school,A,Academic subjects take singular verbs.,Subject-Verb agreement,The correct verb is 'is'.
Verbal Ability,Error Detection,Subject-Verb Agreement,Easy,Neither the teacher nor the students was present.,Neither the teacher,nor the students,was present,no error,C,The verb agrees with the closer subject.,Proximity rule,Since 'students' is plural  the verb should be 'were'.
Verbal Ability,Error Detection,Pronouns,Easy,"Between you and I, this plan will not work.",Between you and I,this plan,will not,work,A,Objects of prepositions must be in the objective case.,Objective case,The correct pronoun is 'me'.
Verbal Ability,Error Detection,Pronouns,Easy,Everyone must carry their own bag.,Everyone must,carry their,own bag,no error,B,Singular indefinite pronouns take singular pronouns.,Indefinite pronouns,While 'their' is common  formal English prefers 'his or her'.
Verbal Ability,Error Detection,Pronouns,Easy,He is the man whom I think is the best candidate.,He is the man,whom I think,is the,best candidate,B,The pronoun functions as the subject of the verb 'is'.,Subject vs Object,The correct pronoun is 'who'.
Verbal Ability,Error Detection,Pronouns,Easy,The team members helped each other during the project.,The team members,helped each other,during the,project,B,Use 'each other' for two, 'one another' for more than two.,Reciprocal pronouns If the team has more than two members  'one another' is preferred.
Verbal Ability,Error Detection,Conjunctions,Medium,Hardly had he arrived when the guests started leaving.,Hardly had,he arrived,when the guests,started leaving,D,No error in this sentence.,Hardly + when,The correlative pair 'hardly... when' is used correctly.
Verbal Ability,Error Detection,Conjunctions,Medium,She is both smart as well as hardworking.,She is,both smart,as well as,hardworking,C,Correlative conjunctions must be parallel.,Both... and,The correct structure is 'both smart and hardworking'.
Verbal Ability,Error Detection,Conjunctions,Medium,The reason he failed is because he did not study.,The reason he failed,is because,he did not,study,B,Redundancy: 'The reason... is because'.,Redundancy,Use 'The reason... is that'.
Verbal Ability,Error Detection,Conjunctions,Medium,No sooner had the bell rung than the students left.,No sooner had,the bell rung,than the students,left,D,No error.,No sooner + than,The pair 'No sooner... than' is correct.
Verbal Ability,Error Detection,Modifiers,Medium,"Walking down the street, the trees were beautiful.",Walking down the street,the trees,were beautiful,no error,A,Dangling modifier.,Dangling modifier,The person walking must be the subject; 'I was walking...'.
Verbal Ability,Error Detection,Modifiers,Medium,He only works on weekends for extra cash.,He only works,on weekends,for extra,cash,A,Misplaced modifier.,Placement,It should be 'He works only on weekends'.
Verbal Ability,Error Detection,Modifiers,Medium,She is more happier than her sister.,She is,more happier,than her,sister,B,Double comparative.,Double comparative,The correct form is 'happier'.
Verbal Ability,Error Detection,Modifiers,Medium,The recently painted house looks very brightly.,The recently painted,house looks,very brightly,no error,C,Adjectives follow linking verbs like 'look'.,Linking verbs,The correct form is 'looks very bright'.
Verbal Ability,Error Detection,Parallelism,Medium,"He likes swimming, hiking, and to ride his bike.",He likes,swimming,hiking,and to ride his bike,D,Parallel structure is required.,Parallelism,The list should be 'swimming  hiking  and riding'.
Verbal Ability,Error Detection,Parallelism,Medium,"The manager is efficient, creative, and has a lot of experience.",The manager,is efficient,creative,and has a lot of experience,C,Parallelism requires consistent parts of speech.,Parallelism,The list should be 'efficient  creative  and experienced'.
Verbal Ability,Error Detection,Parallelism,Medium,"She wants to learn coding, to design graphics, and write content.",She wants,to learn coding,to design graphics,and write content,D,Items in a list should share the same form.,Parallelism,Use 'and to write content' or remove 'to' from others.
Verbal Ability,Error Detection,Parallelism,Medium,"The team studied the data, analyzed the trends, and made a decision.",The team studied,the data,analyzed the trends,and made a decision,D,No error.,Parallelism,All items are in past tense verb phrases.
Verbal Ability,Error Detection,Mixed Grammar Errors,Medium,Neither the director nor the actors was happy with the script.,Neither the director,nor the actors,was happy,with the script,C,Subject-verb agreement with 'nor'.,Proximity rule,The closer subject 'actors' is plural  so 'were' is correct.
Verbal Ability,Error Detection,Mixed Grammar Errors,Medium,One of the boxes are missing from the delivery truck.,One of the boxes,are missing,from the,delivery truck,B,Subject-verb agreement with 'One of'.,Subject-Verb agreement,The subject 'One' is singular  so 'is' is correct.
Verbal Ability,Error Detection,Mixed Grammar Errors,Medium,The committee have decided to postpone the meeting until next week.,The committee have,decided to,postpone the meeting,until next week,A,Collective noun agreement.,Collective noun,Use 'has' if the group acts as a single unit.
Verbal Ability,Error Detection,Mixed Grammar Errors,Medium,She said that she will attend the meeting the next day.,She said,that she will,attend the meeting,the next day,B,Sequence of tenses in reported speech.,Reported speech,The past tense 'would' should be used.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,Each student have to submit their project by Friday.,Each student,have to submit,their project,by Friday,B,Agreement with singular subject 'Each'.,Indefinite pronouns,Use 'has to submit'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,"The data is inconclusive, and there are many errors in the report.",The data is,inconclusive,and there are,many errors,A,Data can be plural in scientific contexts.,Collective nouns,Formal usage often treats data as plural: 'The data are'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,More than one person have complained about the poor service.,More than one,person have,complained about,the poor service,B,Subject agreement with 'More than one'.,Subject-Verb agreement,It takes a singular verb: 'has complained'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,It is high time that he starts working on his goals.,It is high time,that he,starts working on,his goals,C,Subjunctive mood requirement.,Subjunctive mood,Use 'started' (past subjunctive).
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,"If I would have known, I would have helped you.",If I would have known,I would have helped,you,no error,A,Third conditional error in the 'if' clause.,Conditional Tense,The correct structure is 'If I had known'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,Neither the employees nor the manager were available for the call.,Neither the employees,nor the manager,were available,for the call,C,Proximity rule agreement.,Subject-Verb agreement,The closer subject 'manager' is singular; use 'was'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,Scarcely had the match finished than it started to rain.,Scarcely had,the match finished,than it started,to rain,C,Correlative conjunction pairing.,Scarcely + when,Use 'when' instead of 'than'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,Whom do you think is the best choice for the role?,Whom do you,think is,the best choice,for the role,A,Subject vs object pronoun.,Pronoun case,It is the subject of 'is'  so use 'Who'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,The number of students who have enrolled are increasing.,The number of,students who have enrolled,are increasing,no error,C,Subject-verb agreement with 'The number of'.,Subject-Verb agreement,The subject 'number' is singular; use 'is'.
Verbal Ability,Error Detection,Mixed Grammar Errors,Hard,The furniture in the new office are very modern.,The furniture,in the new office,are,very modern,C,Uncountable nouns are singular.,Uncountable Nouns,Use 'is'.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Easy,The detective was _____ in his search for clues, leaving no corner unchecked.,thorough,careless,slow,lazy,A,This describes someone who is very careful and detailed.,NA A thorough search implies detail and carefulness  which matches the context of leaving no corner unchecked.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Easy,Despite the setback, she remained _____ about the future of her project.,optimistic,pessimistic,doubtful,angry,A,She kept a positive outlook even after a problem.,NA Optimistic means being hopeful or confident about the future.
Verbal Ability,Fill in the Blanks,Vocabulary Based,Easy,The manager gave a _____ speech that inspired the entire team.,compelling,boring,dull,lengthy,A,The speech had the power to inspire.,,Compelling means evoking interest or attention in a powerful way.
